OrderID,OrderDate,ShipDate,CustomerID,CustomerName,Segment,Gender,AgeGroup,LoyaltyLevel,Country,State,City,Region,ProductID,ProductName,Category,SubCategory,Brand,Quantity,UnitPrice,Discount,Revenue,Cost,Profit,ProfitMargin,PaymentMethod,ShippingMode,DeliveryDays,OrderPriority,ReturnStatus,CustomerRating,DiscountLevel,Year,Month,Quarter
ORD04873,2024-01-28,2024-02-01,CUST2344,Customer_1866,Corporate,Male,46-60,Platinum,USA,Illinois,Dallas,South,PROD813,Headphones,Electronics,Headphones,NovaTech,8,1050.81,0.09,7649.9,4689.39,2960.51,38.7,Credit Card,Same Day,4,Medium,Not Returned,5.0,Low Discount,2024,1,1
ORD04874,2025-02-14,2025-02-15,CUST9091,Customer_601,Home Office,Male,36-45,Gold,USA,Illinois,New York,East,PROD151,Office Chair,Furniture,Office Chair,ValuePlus,9,14.18,0.15,108.48,71.56,36.92,34.03,Cash,Standard,1,Low,Not Returned,2.0,Medium Discount,2025,2,1
ORD04875,2024-12-16,2024-12-23,CUST1200,Customer_1131,Corporate,Male,18-25,Bronze,USA,Washington,Seattle,Central,PROD604,Office Chair,Furniture,Office Chair,NovaTech,4,183.82,0.22,573.52,342.93,230.59,40.21,PayPal,Standard,7,Critical,Not Returned,4.0,High Discount,2024,12,4
ORD04876,2024-01-31,2024-02-04,CUST4558,Customer_1643,Corporate,Female,36-45,Platinum,USA,Florida,Austin,West,PROD350,Headphones,Electronics,Headphones,PrimeGoods,9,448.22,0.26,2985.15,1870.11,1115.04,37.35,Credit Card,Standard,4,Critical,Not Returned,3.0,High Discount,2024,1,1
ORD04877,2024-12-26,2025-01-04,CUST6785,Customer_707,Home Office,Female,18-25,Bronze,USA,Texas,Miami,Central,PROD727,Monitor,Electronics,Monitor,PrimeGoods,5,336.52,0.18,1379.73,955.55,424.18,30.74,UPI,Same Day,9,Medium,Not Returned,4.0,Medium Discount,2024,12,4
ORD04878,2025-04-28,2025-05-07,CUST4328,Customer_639,Consumer,Female,36-45,Gold,USA,Texas,Miami,North,PROD573,Hoodie,Clothing,Hoodie,ValuePlus,7,210.4,0.21,1163.51,836.66,326.85,28.09,Credit Card,Express,9,Medium,Not Returned,5.0,High Discount,2025,4,2
ORD04879,2025-11-13,2025-11-16,CUST4878,Customer_1900,Home Office,Female,46-60,Gold,USA,Washington,Chicago,East,PROD771,Office Chair,Furniture,Office Chair,FreshLine,3,740.57,0.1,1999.54,1578.68,420.86,21.05,Debit Card,Same Day,3,Medium,Not Returned,1.0,Low Discount,2025,11,4
ORD04880,2025-12-10,2025-12-18,CUST1407,Customer_148,Consumer,Female,26-35,Silver,USA,Texas,San Francisco,East,PROD185,Hoodie,Clothing,Hoodie,ValuePlus,9,299.88,0.17,2240.1,1385.73,854.37,38.14,Debit Card,Express,8,High,Not Returned,1.0,Medium Discount,2025,12,4
ORD04881,2024-09-03,2024-09-05,CUST5200,Customer_234,Consumer,Male,18-25,Bronze,USA,Washington,Chicago,East,PROD557,Keyboard,Electronics,Keyboard,ValuePlus,7,142.18,0.03,965.4,474.66,490.74,50.83,UPI,Standard,2,Critical,Not Returned,1.0,Low Discount,2024,9,3
ORD04882,2024-07-12,2024-07-19,CUST8080,Customer_1918,Consumer,Female,46-60,Silver,USA,California,Seattle,West,PROD414,Bookshelf,Furniture,Bookshelf,NovaTech,1,721.31,0.04,692.46,409.54,282.92,40.86,PayPal,Express,7,Low,Not Returned,2.0,Low Discount,2024,7,3
ORD04883,2024-12-31,2025-01-03,CUST2617,Customer_46,Home Office,Female,60+,Silver,USA,New York,Chicago,East,PROD134,Snacks,Grocery,Snacks,ValuePlus,5,691.65,0.19,2801.18,1319.04,1482.14,52.91,Debit Card,Express,3,Medium,Not Returned,2.0,Medium Discount,2024,12,4
ORD04884,2024-12-14,2024-12-17,CUST5444,Customer_373,Home Office,Male,18-25,Platinum,USA,California,Dallas,West,PROD738,Shoes,Clothing,Shoes,ValuePlus,7,943.91,0.22,5153.75,3493.43,1660.32,32.22,Credit Card,Standard,3,Critical,Not Returned,1.0,High Discount,2024,12,4
ORD04885,2025-05-17,2025-05-23,CUST2036,Customer_523,Consumer,Female,46-60,Silver,USA,Florida,Dallas,West,PROD201,Coffee,Grocery,Coffee,UrbanMart,3,919.73,0.02,2704.01,1579.99,1124.02,41.57,PayPal,Standard,6,Low,Not Returned,5.0,Low Discount,2025,5,2
ORD04886,2024-01-09,2024-01-13,CUST7168,Customer_1330,Consumer,Male,60+,Silver,USA,Texas,New York,West,PROD683,Cooking Oil,Grocery,Cooking Oil,UrbanMart,7,514.29,0.27,2628.02,1978.66,649.36,24.71,Credit Card,Same Day,4,Low,Not Returned,2.0,High Discount,2024,1,1
ORD04887,2024-06-27,2024-07-01,CUST4567,Customer_1025,Home Office,Male,60+,Gold,USA,Texas,San Francisco,South,PROD147,Office Chair,Furniture,Office Chair,UrbanMart,5,1067.4,0.28,3842.64,2819.53,1023.11,26.63,Credit Card,Same Day,4,Low,Not Returned,1.0,High Discount,2024,6,2
ORD04888,2024-12-20,2024-12-22,CUST5795,Customer_1918,Consumer,Female,26-35,Bronze,USA,California,New York,North,PROD725,Desk,Furniture,Desk,UrbanMart,8,603.62,0.12,4249.48,2446.73,1802.75,42.42,UPI,Same Day,2,Critical,Not Returned,2.0,Medium Discount,2024,12,4
ORD04889,2024-06-25,2024-06-29,CUST5799,Customer_133,Consumer,Male,18-25,Gold,USA,California,San Francisco,West,PROD271,Coffee,Grocery,Coffee,FreshLine,1,1083.03,0.24,823.1,386.81,436.29,53.01,Cash,Same Day,4,Critical,Not Returned,2.0,High Discount,2024,6,2
ORD04890,2024-06-22,2024-06-27,CUST6015,Customer_1948,Consumer,Male,46-60,Platinum,USA,Washington,Chicago,South,PROD913,Headphones,Electronics,Headphones,UrbanMart,9,1066.13,0.04,9211.36,4310.74,4900.62,53.2,Cash,Express,5,Low,Not Returned,4.0,Low Discount,2024,6,2
ORD04891,2025-11-05,2025-11-12,CUST4306,Customer_505,Corporate,Male,36-45,Silver,USA,Washington,New York,East,PROD170,Cereal,Grocery,Cereal,UrbanMart,8,906.69,0.13,6310.56,4930.54,1380.02,21.87,UPI,Express,7,High,Not Returned,3.0,Medium Discount,2025,11,4
ORD04892,2025-01-03,2025-01-11,CUST8787,Customer_1406,Home Office,Female,36-45,Gold,USA,Washington,Miami,South,PROD481,Office Chair,Furniture,Office Chair,NovaTech,5,1102.06,0.11,4904.17,3000.31,1903.86,38.82,UPI,Express,8,High,Not Returned,1.0,Medium Discount,2025,1,1
ORD04893,2025-10-24,2025-10-27,CUST6670,Customer_677,Consumer,Female,36-45,Bronze,USA,California,Seattle,Central,PROD198,Desk,Furniture,Desk,FreshLine,2,910.38,0.28,1310.95,815.42,495.53,37.8,PayPal,Express,3,Low,Returned,1.0,High Discount,2025,10,4
ORD04894,2024-09-12,2024-09-18,CUST1049,Customer_1556,Corporate,Male,18-25,Platinum,USA,New York,New York,South,PROD716,Office Chair,Furniture,Office Chair,UrbanMart,3,372.43,0.14,960.87,663.87,297.0,30.91,Credit Card,Express,6,Critical,Not Returned,3.0,Medium Discount,2024,9,3
ORD04895,2025-11-27,2025-12-04,CUST3888,Customer_762,Home Office,Female,26-35,Gold,USA,New York,Chicago,North,PROD766,Rice Bag,Grocery,Rice Bag,ValuePlus,5,170.87,0.11,760.37,503.71,256.66,33.75,PayPal,Standard,7,Low,Not Returned,4.0,Medium Discount,2025,11,4
ORD04896,2024-08-09,2024-08-10,CUST1617,Customer_763,Consumer,Female,26-35,Silver,USA,New York,Chicago,Central,PROD732,Cereal,Grocery,Cereal,NovaTech,5,331.26,0.03,1606.61,783.05,823.56,51.26,Credit Card,Standard,1,Low,Not Returned,1.0,Low Discount,2024,8,3
ORD04897,2024-08-02,2024-08-06,CUST7250,Customer_159,Home Office,Female,36-45,Gold,USA,Florida,New York,West,PROD993,Office Chair,Furniture,Office Chair,NovaTech,3,1172.6,0.08,3236.38,1645.8,1590.58,49.15,Cash,Same Day,4,Low,Not Returned,3.0,Low Discount,2024,8,3
ORD04898,2024-12-07,2024-12-15,CUST5779,Customer_1862,Corporate,Female,60+,Bronze,USA,Illinois,New York,East,PROD731,T-Shirt,Clothing,T-Shirt,ValuePlus,2,146.77,0.17,243.64,189.16,54.48,22.36,Credit Card,Same Day,8,High,Not Returned,1.0,Medium Discount,2024,12,4
ORD04899,2025-03-26,2025-03-29,CUST5001,Customer_401,Home Office,Female,36-45,Silver,USA,California,Miami,East,PROD403,T-Shirt,Clothing,T-Shirt,ValuePlus,8,43.9,0.03,340.66,182.31,158.35,46.48,Cash,Standard,3,Low,Returned,3.0,Low Discount,2025,3,1
ORD04900,2024-03-30,2024-04-05,CUST8306,Customer_903,Corporate,Male,36-45,Silver,USA,New York,San Francisco,North,PROD402,Hoodie,Clothing,Hoodie,ValuePlus,5,719.02,0.0,3595.1,1880.17,1714.93,47.7,Credit Card,Same Day,6,Medium,Returned,5.0,Low Discount,2024,3,1
ORD04901,2025-09-24,2025-09-29,CUST8645,Customer_652,Consumer,Male,60+,Platinum,USA,New York,Austin,South,PROD211,Shoes,Clothing,Shoes,FreshLine,1,946.19,0.06,889.42,527.99,361.43,40.64,UPI,Same Day,5,Medium,Not Returned,3.0,Low Discount,2025,9,3
ORD04902,2025-12-19,2025-12-26,CUST5691,Customer_1924,Corporate,Female,18-25,Silver,USA,California,Austin,East,PROD350,Jeans,Clothing,Jeans,ValuePlus,6,66.22,0.11,353.61,229.97,123.64,34.97,UPI,Express,7,High,Not Returned,3.0,Medium Discount,2025,12,4
ORD04903,2025-12-25,2026-01-02,CUST8977,Customer_237,Corporate,Female,60+,Silver,USA,New York,Seattle,East,PROD632,Desk,Furniture,Desk,ValuePlus,6,497.63,0.17,2478.2,1163.7,1314.5,53.04,UPI,Express,8,Medium,Not Returned,5.0,Medium Discount,2025,12,4
ORD04904,2025-01-22,2025-01-29,CUST8320,Customer_736,Corporate,Male,18-25,Gold,USA,California,New York,North,PROD753,Coffee,Grocery,Coffee,NovaTech,1,538.5,0.06,506.19,230.08,276.11,54.55,UPI,Same Day,7,High,Not Returned,1.0,Low Discount,2025,1,1
ORD04905,2025-12-20,2025-12-23,CUST5388,Customer_1259,Home Office,Female,36-45,Platinum,USA,New York,Seattle,South,PROD440,Mouse,Electronics,Mouse,UrbanMart,6,553.77,0.15,2824.23,1785.61,1038.62,36.78,UPI,Standard,3,High,Returned,5.0,Medium Discount,2025,12,4
ORD04906,2025-08-21,2025-08-23,CUST7010,Customer_1634,Corporate,Female,60+,Platinum,USA,New York,Miami,South,PROD122,Bookshelf,Furniture,Bookshelf,PrimeGoods,8,400.0,0.27,2336.0,1124.8,1211.2,51.85,PayPal,Standard,2,Critical,Not Returned,2.0,High Discount,2025,8,3
ORD04907,2025-07-04,2025-07-13,CUST7128,Customer_218,Corporate,Male,26-35,Silver,USA,Florida,New York,West,PROD958,Jeans,Clothing,Jeans,NovaTech,4,876.38,0.04,3365.3,2455.34,909.96,27.04,UPI,Standard,9,Low,Returned,2.0,Low Discount,2025,7,3
ORD04908,2025-05-03,2025-05-11,CUST8311,Customer_800,Consumer,Male,60+,Silver,USA,Illinois,Dallas,West,PROD310,Cooking Oil,Grocery,Cooking Oil,NovaTech,9,488.07,0.3,3074.84,1403.78,1671.06,54.35,Credit Card,Express,8,Critical,Not Returned,2.0,High Discount,2025,5,2
ORD04909,2024-03-28,2024-04-02,CUST5055,Customer_4,Consumer,Male,60+,Platinum,USA,Illinois,Dallas,North,PROD272,Shoes,Clothing,Shoes,NovaTech,3,163.55,0.28,353.27,198.84,154.43,43.71,Credit Card,Same Day,5,Critical,Returned,2.0,High Discount,2024,3,1
ORD04910,2024-09-08,2024-09-15,CUST5619,Customer_1515,Home Office,Female,36-45,Bronze,USA,Illinois,Chicago,Central,PROD625,Monitor,Electronics,Monitor,PrimeGoods,2,474.43,0.26,702.16,349.18,352.98,50.27,UPI,Standard,7,High,Not Returned,4.0,High Discount,2024,9,3
ORD04911,2024-08-29,2024-09-05,CUST4069,Customer_294,Corporate,Male,36-45,Platinum,USA,Florida,Austin,South,PROD447,Headphones,Electronics,Headphones,NovaTech,8,350.83,0.12,2469.84,1902.85,566.99,22.96,Debit Card,Standard,7,High,Not Returned,2.0,Medium Discount,2024,8,3
ORD04912,2025-04-12,2025-04-17,CUST9577,Customer_1436,Corporate,Male,26-35,Silver,USA,Washington,Seattle,South,PROD614,T-Shirt,Clothing,T-Shirt,ValuePlus,4,533.49,0.28,1536.45,1170.36,366.09,23.83,Debit Card,Standard,5,Critical,Not Returned,4.0,High Discount,2025,4,2
ORD04913,2025-12-21,2025-12-29,CUST1840,Customer_1378,Consumer,Female,26-35,Bronze,USA,Florida,Miami,Central,PROD692,Monitor,Electronics,Monitor,UrbanMart,7,207.1,0.08,1333.72,676.31,657.41,49.29,Credit Card,Standard,8,Medium,Not Returned,4.0,Low Discount,2025,12,4
ORD04914,2024-04-12,2024-04-19,CUST6684,Customer_808,Consumer,Female,18-25,Bronze,USA,California,Chicago,East,PROD663,Monitor,Electronics,Monitor,FreshLine,2,72.49,0.23,111.63,55.23,56.4,50.52,Credit Card,Express,7,Low,Not Returned,5.0,High Discount,2024,4,2
ORD04915,2024-02-21,2024-02-22,CUST6633,Customer_1665,Home Office,Female,46-60,Silver,USA,California,Austin,East,PROD277,Rice Bag,Grocery,Rice Bag,FreshLine,3,43.47,0.0,130.41,75.42,54.99,42.17,PayPal,Express,1,Critical,Not Returned,4.0,Low Discount,2024,2,1
ORD04916,2025-01-11,2025-01-14,CUST1683,Customer_1142,Consumer,Female,46-60,Gold,USA,New York,New York,West,PROD755,Jacket,Clothing,Jacket,FreshLine,1,559.31,0.17,464.23,246.33,217.9,46.94,PayPal,Express,3,Critical,Not Returned,4.0,Medium Discount,2025,1,1
ORD04917,2024-12-31,2025-01-08,CUST7049,Customer_1065,Consumer,Male,18-25,Bronze,USA,California,Miami,East,PROD977,Cooking Oil,Grocery,Cooking Oil,PrimeGoods,3,230.95,0.01,685.92,462.75,223.17,32.54,Cash,Standard,8,Critical,Not Returned,1.0,Low Discount,2024,12,4
ORD04918,2024-10-29,2024-10-31,CUST5946,Customer_275,Corporate,Male,36-45,Silver,USA,Illinois,Miami,East,PROD169,Desk,Furniture,Desk,NovaTech,3,469.25,0.02,1379.6,879.65,499.95,36.24,Debit Card,Same Day,2,Low,Not Returned,5.0,Low Discount,2024,10,4
ORD04919,2025-03-04,2025-03-08,CUST1904,Customer_407,Consumer,Male,26-35,Gold,USA,California,Dallas,North,PROD515,Laptop,Electronics,Laptop,FreshLine,5,1178.06,0.07,5477.98,3741.77,1736.21,31.69,Credit Card,Same Day,4,Critical,Not Returned,5.0,Low Discount,2025,3,1
ORD04920,2024-03-13,2024-03-22,CUST2601,Customer_644,Corporate,Female,36-45,Platinum,USA,Florida,Miami,West,PROD512,T-Shirt,Clothing,T-Shirt,ValuePlus,8,710.66,0.22,4434.52,2548.58,1885.94,42.53,Credit Card,Express,9,Low,Not Returned,4.0,High Discount,2024,3,1
ORD04921,2025-03-08,2025-03-15,CUST5586,Customer_1711,Consumer,Female,36-45,Bronze,USA,New York,Austin,South,PROD970,Sofa,Furniture,Sofa,UrbanMart,1,208.36,0.01,206.28,112.05,94.23,45.68,PayPal,Express,7,High,Not Returned,5.0,Low Discount,2025,3,1
ORD04922,2024-05-31,2024-06-08,CUST1171,Customer_1429,Consumer,Female,46-60,Platinum,USA,Florida,Dallas,East,PROD505,Desk,Furniture,Desk,FreshLine,8,595.37,0.04,4572.44,2864.24,1708.2,37.36,Cash,Express,8,Low,Not Returned,1.0,Low Discount,2024,5,2
ORD04923,2025-01-05,2025-01-06,CUST9619,Customer_587,Corporate,Male,60+,Silver,USA,New York,New York,East,PROD232,Monitor,Electronics,Monitor,PrimeGoods,2,713.84,0.27,1042.21,812.84,229.37,22.01,Credit Card,Express,1,Low,Not Returned,2.0,High Discount,2025,1,1
ORD04924,2025-02-10,2025-02-11,CUST7190,Customer_115,Corporate,Male,18-25,Gold,USA,Washington,New York,North,PROD807,Hoodie,Clothing,Hoodie,PrimeGoods,1,198.72,0.24,151.03,107.99,43.04,28.5,Cash,Standard,1,High,Not Returned,2.0,High Discount,2025,2,1
ORD04925,2025-10-30,2025-11-08,CUST8501,Customer_1206,Home Office,Female,60+,Gold,USA,Florida,Miami,Central,PROD531,Jacket,Clothing,Jacket,ValuePlus,2,1126.99,0.1,2028.58,1251.56,777.02,38.3,Cash,Express,9,High,Not Returned,1.0,Low Discount,2025,10,4
ORD04926,2025-07-14,2025-07-20,CUST3104,Customer_6,Consumer,Female,18-25,Bronze,USA,Texas,San Francisco,South,PROD658,Monitor,Electronics,Monitor,UrbanMart,6,428.55,0.14,2211.32,1727.21,484.11,21.89,Debit Card,Same Day,6,Low,Not Returned,1.0,Medium Discount,2025,7,3
ORD04927,2024-02-26,2024-03-03,CUST5044,Customer_546,Corporate,Male,46-60,Platinum,USA,California,New York,South,PROD145,Laptop,Electronics,Laptop,UrbanMart,6,453.86,0.28,1960.68,1148.33,812.35,41.43,Credit Card,Standard,6,Medium,Not Returned,5.0,High Discount,2024,2,1
ORD04928,2024-05-11,2024-05-16,CUST1571,Customer_1741,Consumer,Male,60+,Gold,USA,California,Seattle,West,PROD849,Cooking Oil,Grocery,Cooking Oil,UrbanMart,6,44.92,0.15,229.09,174.99,54.1,23.62,Credit Card,Same Day,5,Medium,Not Returned,4.0,Medium Discount,2024,5,2
ORD04929,2025-06-26,2025-07-04,CUST7613,Customer_853,Home Office,Female,46-60,Platinum,USA,Illinois,New York,North,PROD403,Headphones,Electronics,Headphones,UrbanMart,1,187.37,0.1,168.63,88.51,80.12,47.51,PayPal,Standard,8,Medium,Not Returned,2.0,Low Discount,2025,6,2
ORD04930,2025-04-15,2025-04-23,CUST8857,Customer_670,Consumer,Female,26-35,Gold,USA,Florida,Dallas,West,PROD758,Desk,Furniture,Desk,ValuePlus,5,541.9,0.0,2709.5,1994.88,714.62,26.37,Credit Card,Same Day,8,Critical,Not Returned,2.0,Low Discount,2025,4,2
ORD04931,2025-10-16,2025-10-22,CUST3108,Customer_1939,Home Office,Female,26-35,Gold,USA,California,Seattle,Central,PROD280,Cereal,Grocery,Cereal,PrimeGoods,6,695.12,0.14,3586.82,1842.1,1744.72,48.64,Debit Card,Express,6,High,Not Returned,3.0,Medium Discount,2025,10,4
ORD04932,2025-08-13,2025-08-20,CUST1331,Customer_1455,Corporate,Female,18-25,Gold,USA,California,Chicago,East,PROD877,T-Shirt,Clothing,T-Shirt,PrimeGoods,9,793.05,0.28,5138.96,3420.02,1718.94,33.45,Debit Card,Same Day,7,Critical,Not Returned,3.0,High Discount,2025,8,3
ORD04933,2025-05-04,2025-05-10,CUST1252,Customer_999,Consumer,Female,60+,Platinum,USA,Illinois,Dallas,North,PROD910,Jeans,Clothing,Jeans,PrimeGoods,8,182.91,0.05,1390.12,965.76,424.36,30.53,Credit Card,Express,6,High,Not Returned,4.0,Low Discount,2025,5,2
ORD04934,2024-01-16,2024-01-21,CUST2444,Customer_1927,Home Office,Female,60+,Silver,USA,California,San Francisco,North,PROD395,T-Shirt,Clothing,T-Shirt,PrimeGoods,4,613.65,0.09,2233.69,1167.23,1066.46,47.74,Cash,Same Day,5,Low,Returned,3.0,Low Discount,2024,1,1
ORD04935,2024-01-16,2024-01-21,CUST7420,Customer_649,Home Office,Male,46-60,Silver,USA,Washington,Seattle,Central,PROD382,T-Shirt,Clothing,T-Shirt,PrimeGoods,1,723.97,0.17,600.9,307.41,293.49,48.84,PayPal,Express,5,High,Returned,3.0,Medium Discount,2024,1,1
ORD04936,2024-05-15,2024-05-24,CUST2186,Customer_199,Home Office,Female,36-45,Silver,USA,Florida,Dallas,South,PROD838,Jeans,Clothing,Jeans,ValuePlus,7,217.54,0.27,1111.63,693.1,418.53,37.65,Cash,Same Day,9,Low,Not Returned,5.0,High Discount,2024,5,2
ORD04937,2025-11-20,2025-11-21,CUST5950,Customer_1235,Home Office,Male,36-45,Bronze,USA,New York,Dallas,Central,PROD824,Shoes,Clothing,Shoes,UrbanMart,7,710.74,0.09,4527.41,3268.92,1258.49,27.8,PayPal,Express,1,Low,Not Returned,2.0,Low Discount,2025,11,4
ORD04938,2024-06-26,2024-06-27,CUST5513,Customer_554,Corporate,Female,18-25,Bronze,USA,New York,Austin,Central,PROD417,Jacket,Clothing,Jacket,PrimeGoods,5,1186.55,0.14,5102.16,2861.23,2240.93,43.92,Credit Card,Standard,1,Medium,Not Returned,2.0,Medium Discount,2024,6,2
ORD04939,2024-08-15,2024-08-23,CUST2300,Customer_1042,Home Office,Male,36-45,Bronze,USA,California,Dallas,East,PROD855,Sofa,Furniture,Sofa,NovaTech,4,1163.31,0.27,3396.87,2046.14,1350.73,39.76,PayPal,Express,8,High,Not Returned,4.0,High Discount,2024,8,3
ORD04940,2024-02-18,2024-02-21,CUST4805,Customer_167,Corporate,Male,46-60,Gold,USA,California,Seattle,Central,PROD593,Keyboard,Electronics,Keyboard,UrbanMart,6,224.84,0.14,1160.17,681.79,478.38,41.23,Credit Card,Same Day,3,Critical,Not Returned,2.0,Medium Discount,2024,2,1
ORD04941,2024-01-20,2024-01-22,CUST3824,Customer_1228,Corporate,Male,46-60,Platinum,USA,Texas,Seattle,South,PROD241,Cooking Oil,Grocery,Cooking Oil,ValuePlus,9,333.95,0.04,2885.33,1977.06,908.27,31.48,Cash,Standard,2,Low,Not Returned,2.0,Low Discount,2024,1,1
ORD04942,2025-03-28,2025-04-04,CUST1713,Customer_86,Consumer,Female,26-35,Silver,USA,California,Dallas,Central,PROD654,Jacket,Clothing,Jacket,UrbanMart,2,1060.58,0.12,1866.62,1289.0,577.62,30.94,Credit Card,Same Day,7,Medium,Not Returned,4.0,Medium Discount,2025,3,1
ORD04943,2024-09-04,2024-09-10,CUST3408,Customer_868,Consumer,Male,18-25,Silver,USA,Washington,Chicago,North,PROD849,Headphones,Electronics,Headphones,UrbanMart,1,1115.08,0.07,1037.02,558.39,478.63,46.15,UPI,Standard,6,Low,Not Returned,4.0,Low Discount,2024,9,3
ORD04944,2025-02-17,2025-02-19,CUST9307,Customer_1199,Home Office,Male,60+,Platinum,USA,Washington,San Francisco,North,PROD832,Cereal,Grocery,Cereal,NovaTech,4,215.39,0.24,654.79,466.16,188.63,28.81,Cash,Express,2,Critical,Not Returned,1.0,High Discount,2025,2,1
ORD04945,2025-09-18,2025-09-20,CUST6961,Customer_424,Consumer,Male,46-60,Gold,USA,Texas,New York,Central,PROD412,Jeans,Clothing,Jeans,UrbanMart,5,672.79,0.06,3162.11,1791.84,1370.27,43.33,Debit Card,Same Day,2,Low,Not Returned,3.0,Low Discount,2025,9,3
ORD04946,2025-09-23,2025-09-25,CUST6867,Customer_968,Corporate,Male,18-25,Gold,USA,Texas,Seattle,South,PROD916,Cooking Oil,Grocery,Cooking Oil,UrbanMart,8,822.4,0.19,5329.15,4244.17,1084.98,20.36,UPI,Standard,2,High,Not Returned,3.0,Medium Discount,2025,9,3
ORD04947,2025-06-22,2025-07-01,CUST7783,Customer_1852,Home Office,Male,60+,Gold,USA,California,New York,South,PROD789,Shoes,Clothing,Shoes,UrbanMart,6,125.07,0.09,682.88,468.47,214.41,31.4,Cash,Standard,9,High,Not Returned,3.0,Low Discount,2025,6,2
ORD04948,2025-06-29,2025-06-30,CUST1698,Customer_1425,Corporate,Male,36-45,Gold,USA,Washington,Chicago,West,PROD406,Laptop,Electronics,Laptop,NovaTech,9,239.38,0.16,1809.71,1355.03,454.68,25.12,Credit Card,Standard,1,Medium,Not Returned,1.0,Medium Discount,2025,6,2
ORD04949,2024-06-29,2024-07-08,CUST5948,Customer_977,Consumer,Male,60+,Silver,USA,Florida,Miami,Central,PROD830,Monitor,Electronics,Monitor,ValuePlus,9,575.62,0.17,4299.88,2232.32,2067.56,48.08,Credit Card,Standard,9,Critical,Not Returned,4.0,Medium Discount,2024,6,2
ORD04950,2025-08-24,2025-08-25,CUST5974,Customer_835,Home Office,Female,36-45,Gold,USA,Texas,Seattle,East,PROD934,Jacket,Clothing,Jacket,FreshLine,7,101.89,0.24,542.05,320.87,221.18,40.8,Credit Card,Same Day,1,Critical,Not Returned,2.0,High Discount,2025,8,3
ORD04951,2025-03-09,2025-03-16,CUST3800,Customer_1256,Corporate,Male,46-60,Platinum,USA,California,Seattle,South,PROD822,Rice Bag,Grocery,Rice Bag,UrbanMart,8,1088.36,0.29,6181.88,3705.13,2476.75,40.06,Cash,Express,7,Critical,Not Returned,4.0,High Discount,2025,3,1
ORD04952,2025-01-11,2025-01-16,CUST7545,Customer_628,Home Office,Male,18-25,Bronze,USA,Washington,Dallas,East,PROD302,Keyboard,Electronics,Keyboard,UrbanMart,7,1109.57,0.24,5902.91,2868.42,3034.49,51.41,Cash,Express,5,Low,Not Returned,5.0,High Discount,2025,1,1
ORD04953,2025-08-04,2025-08-05,CUST4212,Customer_917,Corporate,Female,60+,Gold,USA,Florida,Seattle,West,PROD670,Hoodie,Clothing,Hoodie,PrimeGoods,6,1145.33,0.06,6459.66,3560.22,2899.44,44.89,Debit Card,Express,1,High,Not Returned,3.0,Low Discount,2025,8,3
ORD04954,2025-08-13,2025-08-14,CUST4698,Customer_202,Corporate,Male,18-25,Gold,USA,California,Chicago,West,PROD241,Mouse,Electronics,Mouse,PrimeGoods,5,1077.53,0.24,4094.61,3228.49,866.12,21.15,Cash,Express,1,Critical,Not Returned,2.0,High Discount,2025,8,3
ORD04955,2024-05-13,2024-05-19,CUST7427,Customer_102,Consumer,Female,26-35,Gold,USA,Washington,New York,Central,PROD476,Sofa,Furniture,Sofa,NovaTech,9,602.17,0.23,4173.04,3079.33,1093.71,26.21,UPI,Standard,6,Low,Not Returned,5.0,High Discount,2024,5,2
ORD04956,2024-05-30,2024-06-04,CUST6593,Customer_1468,Consumer,Female,26-35,Bronze,USA,Texas,San Francisco,West,PROD441,Laptop,Electronics,Laptop,ValuePlus,9,711.93,0.23,4933.67,2635.25,2298.42,46.59,Cash,Express,5,Low,Not Returned,5.0,High Discount,2024,5,2
ORD04957,2024-08-24,2024-08-28,CUST9703,Customer_1847,Corporate,Female,46-60,Platinum,USA,New York,Seattle,East,PROD416,Cooking Oil,Grocery,Cooking Oil,NovaTech,2,1017.61,0.13,1770.64,1208.64,562.0,31.74,Debit Card,Same Day,4,High,Not Returned,5.0,Medium Discount,2024,8,3
ORD04958,2024-12-10,2024-12-15,CUST1986,Customer_1931,Corporate,Male,46-60,Gold,USA,Illinois,Austin,East,PROD979,Office Chair,Furniture,Office Chair,FreshLine,8,1000.6,0.03,7764.66,6195.53,1569.13,20.21,PayPal,Standard,5,High,Not Returned,1.0,Low Discount,2024,12,4
ORD04959,2024-08-14,2024-08-16,CUST5188,Customer_330,Home Office,Male,26-35,Platinum,USA,Florida,Dallas,North,PROD289,Cereal,Grocery,Cereal,NovaTech,3,582.15,0.26,1292.37,782.78,509.59,39.43,Cash,Same Day,2,High,Not Returned,2.0,High Discount,2024,8,3
ORD04960,2024-03-28,2024-04-01,CUST6668,Customer_1247,Corporate,Male,60+,Silver,USA,Florida,New York,South,PROD786,Monitor,Electronics,Monitor,NovaTech,5,454.0,0.1,2043.0,1462.08,580.92,28.43,PayPal,Express,4,High,Returned,1.0,Low Discount,2024,3,1
ORD04961,2024-07-24,2024-08-02,CUST4969,Customer_670,Consumer,Male,18-25,Platinum,USA,Texas,Austin,Central,PROD852,Cooking Oil,Grocery,Cooking Oil,UrbanMart,1,129.08,0.23,99.39,59.86,39.53,39.77,PayPal,Standard,9,High,Not Returned,1.0,High Discount,2024,7,3
